178,"鹿"
tamago_(yotsumi_works),"tamago(yotsumi作品)"
wooden_horse,"木马"
fukai_ryosuke,"深井凉介"
h_kasei,"h化成"
ichihaya,"一早"
kouda_suzu,"口田铃"
mignon,"米尼翁"
missing_limb,"肢体缺失"
ophelia_(fire_emblem),"奥菲莉亚(火徽)"
raspberry,"覆盆子,树莓"
rokugou_daisuke,"六乡大辅"
seraziel,"塞拉泽尔"
torn_bike_shorts,"撕裂的自行车短裤"
two-tone_coat,"两色大衣"
arm_around_back,"搂着背"
bald_eagle,"白头鹰"
beatrice_(re:zero),"比阿特丽斯(重新：零)"
buront,"勃朗特"
covering_ears,"捂耳朵,遮住耳朵"
frostnova_(arknights),"霜新星(方舟之夜)"
minase_akiko,"水濑明子"
mutual_hug,"相互拥抱"
rooster,"公鸡"
shorts_removed,"短裤已移除"
super_robot_wars_og_saga_mugen_no_frontier,"超级机器人大战ogsagamugennofrontier"
taishi_(picchiridou),"太师(picchiridou)"
raspberries,"覆盆子,树莓"
anchor_earrings,"锚耳环"
bayonetta_2,"刺刀2"
bunbun,"发髻"
comiket,"漫画"
ky_kiske,"凯斯基"
moth,"飞蛾"
muvluv_total_eclipse,"muvluv日全食"
peony_(flower),"牡丹(花)"
sora_(arknights),"索拉(方舟之夜)"
tales_of_xillia_2,"希利亚的故事2"
tarnished_(elden_ring),"失去光泽(elden戒指)"
yamagou_ayumi,"山乡步美"
hands_over_ears,"捂耳朵,遮住耳朵"
ace_of_hearts,"红心王牌"
box_tie,"盒子领带"
dora_ita,"朵拉ita"
kenshin187,"剑心187"
kuena,"库纳"
martha_(swimsuit_ruler)_(fate),"玛莎(泳装统治者)(fate)"
melony_(pokemon),"甜瓜(宠物小精灵)"
pigeon666,"鸽子666"
red_mask,"红色面具"
santa_claus,"圣诞老人"
shun_(small)_(blue_archive),"顺(小)(蓝色档案)"
wuxian_(the_legend_of_luoxiaohei),"五仙(洛小黑传说)"
aviator_cap,"飞行帽,飞行员帽"
body_switch,"个性开关,车身开关"
casino_(casinoep),"赌场(casinoep)"
getter_robo,"吸气机器人"
hand_on_wall,"手在墙上"
ore_twintail_ni_narimasu,"矿石双尾ninarimasu"
orizen,"奥利森"
ouno_(nounai_disintegration),"ouno(名词解体)"
poke_ball_(legends),"精灵球(传说)"
rhine_lab_logo,"莱茵实验室标志"
seikan_hikou,"青函飞口"
vertical-striped_kimono,"竖条纹和服"
ashtray,"烟灰缸"
gesture,"手势"
kadomatsu,"门松"
kutan,"库坦"
mega_man_x_(character),"洛克人x(角色)"
mountain_(arknights),"山(方舟)"
purple_fur,"紫色毛皮"
sawao,"锯尾"
sengoku_bushouki_muramasa,"战国武术村正"
suke_(singekijyosei),"助(singekijyosei)"
tanabe_(fueisei),"田边(fuisei)"
ai_takurou,"爱拓郎"
anal_fluid,"肛门液"
circle_formation,"圈子形成"
hinamatsuri,"女儿节"
hirschgeweih_antennas,"hirschgeweih天线"
holding_megaphone,"拿着扩音器"
imai_lisa,"今井丽莎"
layered_kimono,"分层和服"
okada_izou_(fate),"冈田伊佐(fate)"
pitcher,"投手"
short_bangs,"短刘海"
sombra_(overwatch),"黑影(守望先锋)"
wii_fit_trainer_(female),"wii健身教练(女)"
qingxin_flower,"清心(原神)"
azumanga_daioh's_school_uniform,"azumanga大王的校服"
canned_coffee,"罐装咖啡"
dhole_(kemono_friends),"dhole(kemono朋友)"
disguise,"伪装"
flower_in_eye,"眼中的花"
forehead_tattoo,"额头纹身"
fun_bo,"有趣的博"
hiiragi_yuzu,"柊柚子"
koku,"国库"
mob_psycho_100,"暴民心理100"
na-ga,"娜迦"
orange_bra,"橙色文胸"
psycho-pass,"心理通行证"
raiden_mei_(herrscher_of_thunder),"雷电冥(雷霆的传令官)"
rice_paddy,"稻田"
smelling_clothes,"闻衣服"
stance,"姿态"
bindi,"宾迪"
blood_in_mouth,"口中有血"
cumdump,"精液块"
cure_princess,"治愈公主"
floating_rock,"浮石"
fujinami_(kancolle),"藤波(舰娘)"
holding_surfboard,"拿着冲浪板"
hoshino_hinata,"星野雏田"
lavender_background,"薰衣草背景"
reverse_translation,"反向翻译"
sothis_(fire_emblem),"sothis(火徽)"
turtwig,"龟甲虫"
wii_fit_trainer,"wii健身教练(女),wii健身教练"
yorumi_rena,"由美玲奈"
rice_field,"稻田"
aether_foundation_employee,"以太基金会员工"
asuka_(senran_kagura),"飞鸟(闪乱神乐)"
clara_(girls_und_panzer),"克拉拉(少女与装甲)"
clefairy,"神职人员"
daizu_(melon-lemon),"大津(甜瓜柠檬)"
damao_yu,"大毛鱼"
dirigible,"飞船"
ginko_(silver_fox),"银杏(银狐)"
hands_on_own_breasts,"双手放在自己的乳房上"
hard_translated_(non-english),"硬翻译(非英语)"
hidaka_ai,"日高爱"
kei_jiei,"箕结"
kurugaya_yuiko,"栗谷结子"
minust,"小号"
mutou_yuugi,"武藤游戏"
pants_under_skirt,"裙子下的裤子"
surio,"苏里奥"
sweep_tosho_(umamusume),"扫一扫(umamusume)"
team_magma,"团队岩浆"
tsuji_renta,"辻伦太"
crotch_zipper,"裆部拉链"
dragonite,"龙石"
evelynn_(league_of_legends),"伊芙琳(英雄联盟)"
flattop,"平顶"
iwamoto_eiri,"岩本英里"
rei_(pokemon),"rei(口袋妖怪)"
sasaki_chiho,"佐佐木千穗"
see-through_jacket,"透明夹克"
side-tie_swimsuit,"侧系带泳衣"
superman_(series),"超人(系列)"
yandere_trance,"yandere恍惚"
adjusting_buruma,"调整buruma"
fu_hua_(herrscher_of_sentience),"傅华(知性律师)"
hm_(hmongt),"嗯(hmongt)"
kayoko_(blue_archive),"kayoko(蓝色档案)"
koizumi_itsuki_(female),"小泉五月(女)"
less,"少"
lightning_bolt_print,"闪电印花"
mikisugi_aikurou,"三木杉合郎"
ryuuhou_(kancolle),"龙凤(舰娘)"
blunt_tresses,"钝发"
ergot,"麦角"
hands_on_another's_thighs,"手放在别人的大腿上"
interior,"室内"
lexington_(warship_girls_r),"列克星敦(军舰少女)"
luo_tianyi,"罗天一"
ozymandias_(fate),"奥兹曼迪亚斯(fate)"
pachirisu,"帕奇里苏"
petra_gurin,"佩特拉古林"
saotome_ranma,"早乙女乱马"
taketora_suzume,"竹虎铃目"
tri_braids,"三辫,三股辫"
twrlare,"特雷尔"
yumiya,"由宫"
bruce_lee's_jumpsuit,"李小龙的连身衣"
caesar_(girls_und_panzer),"凯撒(少女与装甲)"
celebi,"名人"
char_aznable,"字符aznable"
chibi_on_head,"头上的赤壁"
eva_beatrice,"伊娃比阿特丽斯"
hooded_vest,"连帽背心"
huang_lingyin,"黄灵隐"
materia,"材料"
niina_ryou,"新奈良"
sin_sack,"罪袋"
bertolt_hoover,"贝托尔特胡佛"
bobblehat,"泡泡帽"
chess,"国际象棋"
cuff_links,"袖扣"
egg_laying,"产卵"
fist_pump,"拳头泵"
hiememiko,"希美美子"
hori_yuko,"堀裕子"
karate_gi,"空手道gi"
lancelot_(fate/grand_order),"lancelot(fate/大订单)"
munmu-san,"文武山"
murder,"谋杀"
namauni,"纳毛尼"
okazaki_ushio,"冈崎牛尾"
pokemon_ears,"口袋妖怪耳朵"
segami_daisuke,"关上大辅"
admiral_hipper_(azur_lane),"希珀海军上将(碧蓝航线)"
aiba_yumi,"相叶由美"
arezu_(pokemon),"arezu(口袋妖怪)"
battle_spirits,"战斗精神"
casino,"赌场"
charlotta_(granblue_fantasy),"夏洛塔(碧蓝幻想)"
furoshiki,"包袱皮"
hand_over_face,"交出脸"
high_five,"高五,击掌庆祝"
makeup_brush,"化妆刷"
po-ju,"宝珠"
race_vehicle,"赛车"
sunhyun,"孙铉"
wyvern,"飞龙"
egglaying,"产卵"
bagpipe_(arknights),"风笛(arknights)"
coffee_pot,"咖啡壶"
cross_tie,"交叉领带"
crutch,"拐杖"
dragon_print,"龙纹"
green-tinted_eyewear,"绿色眼镜"
holographic_monitor,"全息监视器"
mini_witch_hat,"迷你女巫帽"
ouma_tokiichi,"大马时一"
shinozuka_jouji,"筱冢治二"
summon_night_3,"召唤之夜3"
suou_pavlichenko,"苏欧帕夫利琴科"
tear_grants,"催泪款"
yakihebi,"烤河比"
highfive,"高五,击掌庆祝"
oviposition,"产卵"
ahoge_wag,"阿霍格摇摆"
akagi_kurage,"赤城仓吉"
asaka_karin,"朝霞卡琳"
checkered_bow,"方格蝴蝶结"
cure_pine,"治愈松"
frilled_umbrella,"褶边伞"
fruit_cup,"水果杯"
gwendolyn_(odin_sphere),"gwendolyn(奥丁领域)"
kuroi_mimei,"黑井美美"
phantom_of_the_kill,"杀戮的幻影"
princess_serenity,"公主宁静"
sakata_nemuno,"坂田根文"
sobbing,"抽泣,啜泣"
taikyokuturugi,"大极土木"
terrajin,"土地金"
uzaki_tsuki,"宇崎月"
x-shaped_choker,"交叉领带"
colored_shoe_soles,"彩色鞋底"
fanning_face,"扇面"
fusuma,"隔间"
kushieda_minori,"栉枝小菜"
long_nose,"长鼻子"
lying_on_lap,"躺在膝盖上"
mikumikudance_(medium),"mikumikudance(中)"
mio_(xenoblade),"mio(异形之刃)"
mitha,"弥陀"
namie-kun,"奈美君"
ononoki_yotsugi,"小野木四木"
penis_on_ass,"阴茎在屁股上"
timbougami,"廷布加米"
tsukudani_norio,"佃谷纪夫"
young_link,"年轻的链接"
accident,"事故"
banana_peel,"香蕉皮"
bokukawauso,"白川牛草"
cigarette_pack,"烟盒"
guoba_(genshin_impact),"锅巴(原神)"
high_wizard_(ragnarok_online),"高级巫师(仙境传说在线)"
holding_shirt,"拿着衬衫"
jug,"水壶"
kirito_(sao-ggo),"桐人(sao-ggo)"
madoka_runes,"圆圆符文"
mukaido_manaka,"向海道manaka"
panties_under_shorts,"短裤内裤"
seto_kousuke,"濑户康介"
shone,"闪耀"
special_feeling_(meme),"特殊感觉(模因)"
villager_(animal_crossing),"村民(动物穿越)"
ace_combat,"王牌战斗"
altaria,"阿尔塔利亚"
annotation_request,"注释请求"
dungeon,"地牢"
finger_to_another's_mouth,"手指对着别人的嘴"
holding_hose,"保持软管"
midorikawa_you,"绿川你"
pop'n_music,"流行音乐"
punk,"朋克"
rust,"生锈"
scratching_head,"挠头"
standard_bearer,"旗手"
wet_skirt,"湿裙"
camisole_lift,"吊带背心"
creeper,"爬行者"
dualshock,"双重冲击"
elly_(touhou),"elly(东方)"
fire_emblem:_thracia_776,"火徽：thracia776"
flygon,"飞龙"
heshikiri_hasebe,"平切长谷部"
konishi_(koconatu),"小西(koconatu)"
mika_(blue_archive),"米卡(蓝色档案)"
nekobaka,"猫巴卡"
shared_earphones,"共享耳机"
shirt_overhang,"衬衫悬垂"
single_knee_pad,"单膝垫"
sinking,"下沉"
takanashi_kei_(hitsujikan),"高梨系(hitsujikan)"
zenon_(for_achieve),"zenon(实现)"
amaterasu_(ookami),"天照大神(ookami)"
atelier_ryza_2,"工作室ryza2"
edogawa_conan,"江户川柯南"
fish_bone,"鱼骨"
greek_toe,"希腊脚趾"
hasumi_souji_(eroe),"莲见总司(eroe)"
ittla,"伊特拉"
jump_rope,"跳绳"
lockheart,"锁心"
mutsuki_kai_ni_(kancolle),"mutsukikaini(舰娘)"
onesie,"连体衣"
paint_can,"油漆罐"
scratching_cheek,"搔脸颊"
sidecut,"侧切"
sugimoto_reimi,"杉本玲美"
voms,"呕吐物"
washing_hair,"洗头"
delicious_party_precure,"美味的派对前驱"
extraction,"提取"
glitter,"闪光"
holding_toy,"拿着玩具"
inuyasha_(character),"犬夜叉(角色)"
koi_(koisan),"锦鲤(koisan)"
mythra_(massive_melee)_(xenoblade),"神话(大规模近战)(异形之刃)"
nico_nico_nii,"尼科尼科尼"
norman_maggot,"诺曼蛆"
shirt_around_waist,"腰围衬衫"
starfish_hair_ornament,"海星发饰"
taka_(takahirokun),"塔卡(takahirokun)"
two-tone_cape,"两色斗篷"
fish_bones,"鱼骨"
belarus_(hetalia),"白俄罗斯(黑塔利亚)"
cross_pasties,"十字馅饼"
cutting,"切割"
hand_print,"手印"
ichigaya_arisa,"市谷有纱"
kakegurui,"挂古瑞"
kiso_kai_ni_(kancolle),"kisokaini(舰娘)"
kokonoe_rin,"九重凛"
masami_chie,"千惠正美"
pointing_forward,"指向前方"
saionji_hiyoko,"西园寺日代子"
takanashi_ringo,"高梨林果"
too_many_cats,"猫太多"
fishbone,"鱼骨"
bipod,"两脚架"
black_garter_straps,"黑色吊袜带"
heiwajima_shizuo,"平和岛静雄"
kagemori_michiru,"影森道留"
mega_gardevoir,"超级前卫"
nami_junior_high_school_uniform,"娜美初中校服"
pixiv_fantasia_sword_regalia,"pixiv幻想曲剑regalia"
toujou_koneko,"东方小猫"
valentine_(skullgirls),"情人节(骷髅女孩)"
yamada_rei_(rou),"山田玲(rou)"
fishbones,"鱼骨"
beach_mat,"沙滩垫"
cervical_penetration,"宫颈穿透"
cure_diamond,"治愈钻石"
fur-trimmed_collar,"毛边衣领"
ichii_yui,"一井结衣"
jacket_girl_(dipp),"夹克女孩(dipp)"
mitarashi_kousei,"御手洗光生"
mitsumomo_mamu,"三友麻木"
thumbs_down,"大拇指向下"
yonaga_angie,"与永安吉"
detached_leggings,"分离式紧身裤"
emolga,"埃莫尔加"
foot_worship,"脚崇拜"
holding_leg,"抱腿"
holding_torpedo,"拿着鱼雷"
kurashima_tomoyasu,"仓岛智康"
mismatched_sclera,"左右眼不同颜色的眼白,巩膜不匹配"
neon-tetora,"霓虹灯-tetora"
rei_(sanbonzakura),"玲(三本樱)"
rosa_farrell,"罗莎·法瑞尔"
sakaki_imasato,"坂木今里"
saury,"秋刀鱼"
stripper,"脱衣舞娘"
tang_keke,"唐可可"
tokarev_(girls'_frontline),"托卡列夫(女子前线)"
too_literal,"字面意思"
yoshi,"耀西"
covered_penis,"覆盖阴茎"
feet_on_chair,"脚在椅子上"
finalcake,"最终蛋糕"
jabot,"贾博特,饰边"
lime_(fruit),"酸橙(水果)"
mahjong_soul,"麻将魂"
miss_fortune_(league_of_legends),"财富小姐(英雄联盟)"
naked_capelet,"裸披肩"
naso4,"鼻4"
piccolo,"短笛"
plasma-chan_(kancolle),"等离子陈(舰娘)"
print_hoodie,"印花连帽衫"
schwertkreuz,"施韦特克鲁兹"
silly_(marinkomoe),"傻(marinkomoe)"
trash,"垃圾"
yellow_horns,"黄角"
akane_(blue_archive),"茜(蓝色档案)"
akimoto_komachi,"秋元小町"
annette_fantine_dominic,"安妮特芳汀多米尼克"
bache_(azur_lane),"巴赫(碧蓝航线)"
cellien_(kemono_friends),"cellien(kemono朋友)"
cross-eyed,"斗鸡眼"
eye_reflection,"眼睛反射"
hayakawa_aki,"早川明"
kobayakawa_yutaka,"小早川丰"
okiraku_nikku,"冲乐日空"
planet_hair_ornament,"行星发饰"
shirakiin_ririchiyo,"白木仁理千代"
stocks,"枷锁,股票"
tape_bondage,"胶带束缚"
tenryuu_kai_ni_(kancolle),"tenryuukaini(舰娘)"
walker,"步行者"
battery_indicator,"电池指示灯"
beer_bottle,"啤酒瓶"
endou_mamoru,"远藤守"
eunie_(xenoblade),"尤妮(异形之刃)"
fireball,"火球"
green_rose,"绿玫瑰,绿色玫瑰"
hades_(game),"哈迪斯(游戏)"
hatakaze_(kancolle),"畑风(舰娘)"
ibara_mayaka,"伊原玛雅卡"
konshin,"康信"
nannacy7,"保姆7"
night_sparrow_love,"夜麻雀的爱"
noya_makoto,"野屋诚"
shinmai_maou_no_testament,"新舞魔王无遗嘱"
valkyrie_(fate),"女武神(fate)"
venera-sama,"维内拉大人"
vergil_(devil_may_cry),"维吉尔(鬼泣)"
zannen_na_hito,"残念人"
abyssal_admiral_(kancolle),"深渊海军上将(舰娘)"
brain,"大脑"
chocolate_banana,"巧克力香蕉"
crow_(la+_darknesss),"乌鸦(la+黑暗)"
felutiahime,"费卢蒂亚希姆"
glands_of_montgomery,"蒙哥马利腺体"
harimoji,"张字"
holding_teapot,"拿着茶壶"
kyo_(kuroichigo),"京(kuroichigo)"
portal_(object),"门户(对象)"
rento_(rukeai),"伦托(rukeai)"
samip,"萨米普"
shulk_(xenoblade),"shulk(异种之刃)"
uranami_(kancolle),"uranami(舰娘)"
crossed_eyes,"斗鸡眼"
ajishio,"味盐"
drag-on_dragoon_3,"龙骑龙3"
dullahan,"杜拉汉"
gabriel_tenma_white,"加百利天马白"
heart_pendant,"心形吊坠"
hoshino_miyako_(wataten),"星野宫古(wataten)"
inoue_sora,"井上空"
kimura_takahiro,"木村隆宏"
kuriyama_mirai,"栗山未来"
nazi,"纳粹"
quadruple_amputee,"四肢截肢者"
resident_evil_4,"生化危机4"
ring_fit_adventure,"戒指适合冒险"
underpec,"不足"
welrod_mkii_(girls'_frontline),"welrodmkii(少女前线)"
choco_banana,"巧克力香蕉"
covered_clitoris,"覆盖阴蒂"
genji_(overwatch),"源氏(守望先锋)"
hidden_star_in_four_seasons,"四时隐星"
kusakabe_misao,"日下美尾"
mahou_shoujo_ikusei_keikaku_unmarked,"魔法少女ikuseikeikakuunmarked"
ms._fortune_(skullgirls),"小姐。财富(骷髅女孩)"
psyduck,"心理鸭"
toutenkou,"头天口"
yuano,"元野"
chocobanana,"巧克力香蕉"
bird_on_arm,"手臂上的鸟"
celica_(fire_emblem),"赛丽卡(火徽)"
haneoka_school_uniform,"羽冈校服"
head_only,"仅头部"
high-waist_pantyhose,"高腰连裤袜"
is_that_so,"是这样吗"
kaetzchen,"凯特琴"
kaleidostick,"万花筒"
luke_(dydansgur),"卢克(dydansgur)"
souryu,"酸汤"
venusaur,"金星"
war_hammer,"战锤"
yamanbagiri_kunihiro,"山切国广"
arm_over_head,"手臂举过头顶"
check_artist,"检查艺术家"
christmas_stocking,"圣诞袜"
matsukaze_(kancolle),"松风(舰娘)"
oversized_forearms,"超大前臂"
prussia_(hetalia),"普鲁士(黑塔利亚)"
single_thigh_boot,"单大腿靴"
utaite_(singer),"乌泰特(歌手)"
blue_camisole,"蓝色吊带背心"
cheshire_cat_(alice_in_wonderland),"柴郡猫(爱丽丝梦游仙境)"
claw_foot_bathtub,"爪足浴缸"
fast_food_uniform,"快餐制服"
hand_on_another's_hand,"手牵手,手放在对方的手上"
lugia,"路奇亚"
randomboobguy,"随机布布家伙"
robin_hood_(fate),"罗宾汉(fate)"
rubber_gloves,"橡胶手套"
suikawari,"水河里"
surprised_arms,"惊讶的武器"
suzunone_rena,"铃音丽奈"
tusia,"图西亚"
aircraft_carrier_oni,"空母栖鬼(舰colle)"
binary,"二进制"
blue_tunic,"蓝色束腰外衣"
doorknob,"门把手"
fold-over_boots,"折叠靴"
foot_dangle,"摇晃的脚,诱惑的脚"
gosick,"胡思乱想"
listen!!,"听！！"
lonely,"孤独,孤独的"
nero_claudius_(olympian_bloomers)_(fate),"尼禄克劳狄斯(奥林匹亚灯笼裤)(fate)"
rozaliya_olenyeva,"罗萨莉亚奥列涅瓦"
tamamo_no_mae_(swimsuit_lancer)_(second_ascension)_(fate),"玉藻前(泳装枪手)(第二次升天)(fate)"
adult_neptune,"成年海王星"
dwarf,"矮人"
green_tank_top,"绿色背心"
kobeya_uniform,"神户制服"
okitakung,"奥基塔贡"
overall_skirt,"背带裙,连体裙"
ribbon-trimmed_panties,"丝带饰边内裤"
sayori_(doki_doki_literature_club),"sayori(dokidoki文学社)"
sesshouin_kiara_(swimsuit_mooncancer),"杀生院kiara(泳装月亮癌症)"
soranamae,"空前"
synecdoche,"提法"
the_legend_of_zelda:_majora's_mask,"塞尔达传说：马约拉的面具"
ticket,"票"
two-tone_footwear,"双色鞋"
baking,"烘焙"
iori_junpei,"伊织纯平"
kagurazaka_asuna,"神乐坂明日奈"
kozaki_yuusuke,"小崎悠介"
ninian_(fire_emblem),"念念(火徽)"
russian_commentary,"俄罗斯评论"
torn_wings,"撕裂的翅膀"
virgilia_(umineko),"维吉利亚(umineko)"
yakushiji_saaya,"药师绫绫"
yuuki_tatsuya,"结城达也"
carousel,"旋转木马"
drifloon,"飞龙"
fiammetta_(arknights),"菲亚梅塔(方舟之夜)"
hazama,"间间"
hinata_kaho,"雏田嘉穗"
ikaruga_(senran_kagura),"ikaruga(闪乱神乐)"
kamukamu_(ars),"卡穆卡姆(ars)"
pants_around_one_leg,"一条腿的裤子"
puyopuyo_fever,"puyopuyo发烧"
senri_gan,"千里甘"
submarine,"潜艇"
teardrop_facial_mark,"泪滴面部标记"
yan_qing_(fate),"颜青(fate)"
ankleband,"踝带"
bkub_(style),"bkub(风格)"
broccoli,"西兰花"
fi-san,"飞山"
glansjob,"龟头作业"
green_fire,"绿火"
heart_(organ),"心脏(器官)"
isshiki_akane,"一色茜"
janong,"贾农"
kurasuke,"仓助"
matanonki,"马塔农基"
mouth,"嘴"
natsume_eri,"夏目绘里"
singlet,"单线态"
sukoya_kana,"sukoya假名"
super_heroine_boy,"超级女英雄男孩"
sword_on_back,"背部武器,剑背"
yun_jin_(genshin_impact),"云堇(原神)"
merry-go-round,"旋转木马"
backless_swimsuit,"露背泳衣"
batta_(ijigen_debris),"batta(ijigen碎片)"
blending,"混合"
chris_redfield,"克里斯·雷德菲尔德"
crumbles,"崩溃"
holding_with_tail,"带尾握持"
horn_grab,"喇叭抓斗"
hoshino_(swimsuit)_(blue_archive),"星野(泳装)(蓝色档案)"
kamiya_tomoe,"神谷友惠"
nakiri_erina,"中切绘里奈"
princess_of_the_crystal,"水晶公主"
rag,"抹布"
shitty_admiral_(phrase),"糟糕的海军上将(短语)"
urinal,"小便池"
wingull,"翼鸥"
merry_go_round,"旋转木马"
donburi_(donburikazoku),"盖饭(donburikazoku)"
elevator,"电梯"
li_xiaolang,"李小朗"
no_feet,"没有脚"
notched_lapels,"缺角翻领"
purple_sash,"紫色腰带"
sailor_neptune,"水手海王星"
shintarou,"新太郎"
shuten_douji_(first_ascension)_(fate),"shutendouji(第一次升天)(fate)"
shuu_(inazuma_eleven),"修(闪电十一人)"
tanaka_gandamu,"田中甘达木"
tatebayashi_sakurako,"馆林樱子"
zoids_genesis,"zoids创世纪"
busujima_saeko,"武岛纱子"
emmet_(pokemon),"埃米特(宠物小精灵)"
funeral_dress,"丧服,葬礼礼服"
interview,"采访"
lapel_pin,"翻领别针"
nana_asta_deviluke,"娜娜阿斯塔恶魔"
nowi_(fire_emblem),"nowi(火徽)"
pocari_sweat,"宝矿力汗水"
qurare_magic_library,"库拉尔魔法图书馆"
rural,"乡村,农村,田园"
stacking,"堆叠"
starshadowmagician,"星影魔法师"
tamamo_cat_(first_ascension)_(fate),"玉藻猫(第一次升天)(fate)"
yumi_(bow),"由美(弓)"
compound_eyes,"复眼,复合眼"
crushing,"破碎"
face_punch,"打脸"
hair_ornament_removed,"头饰已移除"
haunter,"鬼魂"
risotto_nero,"意大利烩饭尼禄"
side-tie_bottom,"侧系带底部"
snorlax,"打鼾"
strength_(black_rock_shooter),"力量(黑岩射手)"
suzi_q,"苏子q"
terry_bogard,"特里博加德"
tsubaki_(blue_archive),"椿(蓝色档案)"
whiteboard,"白板"
yano_mitsuki,"矢野美月"
abigail_williams_(second_ascension)_(fate),"阿比盖尔·威廉姆斯(第二次扬升)(fate)"
bear_hood,"熊罩"
cat_on_shoulder,"猫在肩膀上"
cork,"软木"
evangeline_a.k._mcdowell,"伊万杰琳ak麦克道威尔"
face_down,"面朝下"
madoka_aguri,"小圆aguri"
stuffed_unicorn,"毛绒独角兽"
insect_eyes,"复眼,复合眼"
aqua_(kingdom_hearts),"水色(王国之心)"
bamboo_shoot,"竹笋"
camera_phone,"拍照手机"
dogeza,"多格萨"
giant_male,"巨型男性"
higashiyama_kobeni,"东山神红"
konoe_kanata,"近卫金田"
